Question number/numéro de la question,AnswerType,IsReversed,English,Français,IndicatorENG,IndicatorFRA,IndicatorID,SubIndicatorENG,SubIndicatorFRA,
Q68c,6,1,Please indicate the type of discrimination you experienced. Colour,Veuillez indiquer le type de discrimination dont vous avez fait l'objet. Couleur,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q68c,6,1,Please indicate the type of discrimination you experienced. ...Colour,Veuillez indiquer le type de discrimination dont vous avez fait l'objet. Couleur,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q68d,6,1,Please indicate the type of discrimination you experienced. Religion,Veuillez indiquer le type de discrimination dont vous avez fait l'objet. Religion,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q68d,6,1,Please indicate the type of discrimination you experienced. ...Religion,Veuillez indiquer le type de discrimination dont vous avez fait l'objet. Religion,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q68e,6,1,Please indicate the type of discrimination you experienced. Age,Veuillez indiquer le type de discrimination dont vous avez fait l'objet. Âge,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q68e,6,1,Please indicate the type of discrimination you experienced. ...Age,Veuillez indiquer le type de discrimination dont vous avez fait l'objet. Âge,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q68f,6,1,Please indicate the type of discrimination you experienced. Sex,Veuillez indiquer le type de discrimination dont vous avez fait l'objet. Sexe,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q68f,6,1,Please indicate the type of discrimination you experienced. ...Sex,Veuillez indiquer le type de discrimination dont vous avez fait l'objet. Sexe,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q68g,6,1,Please indicate the type of discrimination you experienced. Sexual orientation,Veuillez indiquer le type de discrimination dont vous avez fait l'objet. Orientation sexuelle,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q68g,6,1,Please indicate the type of discrimination you experienced. ...Sexual orientation,Veuillez indiquer le type de discrimination dont vous avez fait l'objet. Orientation sexuelle,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q68h,6,1,"Please indicate the type of discrimination you experienced. Gender identity or expression (including gender diverse identities or expressions such as transgender, two-spirit, or non-binary)","Veuillez indiquer le type de discrimination dont vous avez fait l'objet. Identité ou expression de genre (inclus identité ou expression de divers genres telle que transgenre, bispirituelle ou non-binaire)",WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q68h,6,1,"Please indicate the type of discrimination you experienced. ...Gender identity and expression (including gender diverse identities or expressions such as transgender, two-spirit, or non-binary)","Veuillez indiquer le type de discrimination dont vous avez fait l'objet. Identité ou expression de genre (inclus identité ou expression de divers genres telle que transgenre, bispirituelle ou non-binaire)",WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q68i,6,1,Please indicate the type of discrimination you experienced. Marital status,Veuillez indiquer le type de discrimination dont vous avez fait l'objet. État matrimonial,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q68i,6,1,Please indicate the type of discrimination you experienced. ...Marital status,Veuillez indiquer le type de discrimination dont vous avez fait l'objet. État matrimonial,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q68j,6,1,Please indicate the type of discrimination you experienced. Family status,Veuillez indiquer le type de discrimination dont vous avez fait l'objet. Situation familiale,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q68j,6,1,Please indicate the type of discrimination you experienced. ...Family status,Veuillez indiquer le type de discrimination dont vous avez fait l'objet. Situation familiale,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q68k,6,1,"Please indicate the type of discrimination you experienced. Genetic characteristics (including a requirement to undergo a genetic test, or disclose the results of a genetic test)","Veuillez indiquer le type de discrimination dont vous avez fait l'objet. Caractéristiques génétiques (y compris l'obligation à subir un test génétique, ou à communiquer les résultats d'un test génétique)",WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q68k,6,1,"Please indicate the type of discrimination you experienced. ...Genetic characteristics (including a requirement to undergo a genetic test, or disclose the results of a genetic test)","Veuillez indiquer le type de discrimination dont vous avez fait l'objet. Caractéristiques génétiques (y compris l'obligation à subir un test génétique, ou à communiquer les résultats d'un test génétique)",WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q68l,6,1,Please indicate the type of discrimination you experienced. Disability,Veuillez indiquer le type de discrimination dont vous avez fait l'objet. Déficience (ou handicap),WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q68l,6,1,Please indicate the type of discrimination you experienced. ...Disability,Veuillez indiquer le type de discrimination dont vous avez fait l'objet. Déficience (ou handicap),WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q68m,6,1,Please indicate the type of discrimination you experienced. Pardoned conviction or suspended record,Veuillez indiquer le type de discrimination dont vous avez fait l'objet. État de personne graciée,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q68m,6,1,Please indicate the type of discrimination you experienced. ...Pardoned conviction or suspended record,Veuillez indiquer le type de discrimination dont vous avez fait l'objet. État de personne graciée,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q68n,6,1,Please indicate the type of discrimination you experienced. Other,Veuillez indiquer le type de discrimination dont vous avez fait l'objet. Autre,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q68n,6,1,Please indicate the type of discrimination you experienced. ...Other,Veuillez indiquer le type de discrimination dont vous avez fait l'objet. Autre,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q69a,6,1,What action(s) did you take to address the discrimination you experienced? I discussed the matter with my supervisor or a senior manager.,Quelle(s) mesure(s) avez-vous prise(s) pour régler le problème de discrimination dont vous avez fait l'objet? J'ai discuté du problème avec mon (ma) superviseur(e) ou un cadre supérieur.,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q69a,6,1,What action(s) did you take to address the discrimination you experienced? ..I discussed the matter with my supervisor or a senior manager.,Quelle(s) mesure(s) avez-vous prise(s) pour régler le problème de discrimination dont vous avez fait l'objet? J'ai discuté du problème avec mon (ma) superviseur(e) ou un cadre supérieur.,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q69b,6,1,What action(s) did you take to address the discrimination you experienced? I discussed the matter with the person(s) from whom I experienced the discrimination.,Quelle(s) mesure(s) avez-vous prise(s) pour régler le problème de discrimination dont vous avez fait l'objet? J'ai discuté du problème avec la ou les personne(s) par laquelle (lesquelles) j'ai été discriminé(e).,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q69b,6,1,What action(s) did you take to address the discrimination you experienced? ...I discussed the matter with the person(s) from whom I experienced the discrimination.,Quelle(s) mesure(s) avez-vous prise(s) pour régler le problème de discrimination dont vous avez fait l'objet? J'ai discuté du problème avec la ou les personne(s) par laquelle (lesquelles) j'ai été discriminé(e).,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q69c,6,1,What action(s) did you take to address the discrimination you experienced? I contacted a human resources advisor in my department or agency.,Quelle(s) mesure(s) avez-vous prise(s) pour régler le problème de discrimination dont vous avez fait l'objet? J'ai communiqué avec un(e) conseiller(ère) en ressources humaines de mon ministère ou organisme.,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q69c,6,1,What action(s) did you take to address the discrimination you experienced? ...I contacted a human resources advisor in my department or agency.,Quelle(s) mesure(s) avez-vous prise(s) pour régler le problème de discrimination dont vous avez fait l'objet? J'ai communiqué avec un(e) conseiller(ère) en ressources humaines de mon ministère ou organisme.,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q69d,6,1,What action(s) did you take to address the discrimination you experienced? I contacted my union representative.,Quelle(s) mesure(s) avez-vous prise(s) pour régler le problème de discrimination dont vous avez fait l'objet? J'ai communiqué avec mon (ma) représentant(e) syndical(e).,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q69d,6,1,What action(s) did you take to address the discrimination you experienced? … I contacted my union representative.,Quelle(s) mesure(s) avez-vous prise(s) pour régler le problème de discrimination dont vous avez fait l'objet? J'ai communiqué avec mon (ma) représentant(e) syndical(e).,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q69e,6,1,What action(s) did you take to address the discrimination you experienced? I used an informal conflict resolution process.,Quelle(s) mesure(s) avez-vous prise(s) pour régler le problème de discrimination dont vous avez fait l'objet? J'ai eu recours à un processus informel de résolution des conflits.,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q69e,6,1,What action(s) did you take to address the discrimination you experienced? … I used an informal conflict resolution process.,Quelle(s) mesure(s) avez-vous prise(s) pour régler le problème de discrimination dont vous avez fait l'objet? J'ai eu recours à un processus informel de résolution des conflits.,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q69f,6,1,What action(s) did you take to address the discrimination you experienced? I filed a grievance or formal complaint.,Quelle(s) mesure(s) avez-vous prise(s) pour régler le problème de discrimination dont vous avez fait l'objet? J'ai déposé un grief ou une plainte officielle.,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q69f,6,1,What action(s) did you take to address the discrimination you experienced? … I filed a grievance or formal complaint.,Quelle(s) mesure(s) avez-vous prise(s) pour régler le problème de discrimination dont vous avez fait l'objet? J'ai déposé un grief ou une plainte officielle.,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q69g,6,1,What action(s) did you take to address the discrimination you experienced? I resolved the matter informally on my own.,Quelle(s) mesure(s) avez-vous prise(s) pour régler le problème de discrimination dont vous avez fait l'objet? J'ai réglé la question de façon informelle par moi-même.,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q69g,6,1,What action(s) did you take to address the discrimination you experienced? … I resolved the matter informally on my own.,Quelle(s) mesure(s) avez-vous prise(s) pour régler le problème de discrimination dont vous avez fait l'objet? J'ai réglé la question de façon informelle par moi-même.,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q69h,6,1,What action(s) did you take to address the discrimination you experienced? Other,Quelle(s) mesure(s) avez-vous prise(s) pour régler le problème de discrimination dont vous avez fait l'objet? Autre,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q69h,6,1,What action(s) did you take to address the discrimination you experienced? … Other,Quelle(s) mesure(s) avez-vous prise(s) pour régler le problème de discrimination dont vous avez fait l'objet? Autre,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q69i,6,1,What action(s) did you take to address the discrimination you experienced? I took no action.,Quelle(s) mesure(s) avez-vous prise(s) pour régler le problème de discrimination dont vous avez fait l'objet? Je n'ai pris aucune mesure.,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q69i,6,1,What action(s) did you take to address the discrimination you experienced? ...I took no action.,Quelle(s) mesure(s) avez-vous prise(s) pour régler le problème de discrimination dont vous avez fait l'objet? Je n'ai pris aucune mesure.,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q70a,6,1,Why did you not file a grievance or formal complaint about the discrimination you experienced? The issue was resolved.,Pourquoi n'avez-vous pas déposé un grief ou une plainte officielle concernant la discrimination dont vous avez fait l'objet? La situation a été réglée.,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q70a,6,1,Why did you not file a grievance or formal complaint about the discrimination you experienced?  The issue was resolved.,Pourquoi n'avez-vous pas déposé un grief ou une plainte officielle concernant la discrimination dont vous avez fait l'objet? La situation a été réglée.,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q70a,6,1,Why did you not file a grievance or a formal complaint about the discrimination you experienced? … The issue was resolved.,Pourquoi n'avez-vous pas déposé un grief ou une plainte officielle concernant la discrimination dont vous avez fait l'objet? La situation a été réglée.,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q70b,6,1,Why did you not file a grievance or formal complaint about the discrimination you experienced? I did not think the incident was serious enough.,Pourquoi n'avez-vous pas déposé un grief ou une plainte officielle concernant la discrimination dont vous avez fait l'objet? Je ne pensais pas que l'incident était assez grave.,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q70b,6,1,Why did you not file a grievance or formal complaint about the discrimination you experienced?  I did not think the incident was serious enough.,Pourquoi n'avez-vous pas déposé un grief ou une plainte officielle concernant la discrimination dont vous avez fait l'objet? Je ne pensais pas que l'incident était assez grave.,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q70b,6,1,Why did you not file a grievance or a formal complaint about the discrimination you experienced? … I did not think the incident was serious enough.,Pourquoi n'avez-vous pas déposé un grief ou une plainte officielle concernant la discrimination dont vous avez fait l'objet? Je ne pensais pas que l'incident était assez grave.,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q70c,6,1,Why did you not file a grievance or formal complaint about the discrimination you experienced? The behaviour stopped.,Pourquoi n'avez-vous pas déposé un grief ou une plainte officielle concernant la discrimination dont vous avez fait l'objet? Le comportement s'est arrêté.,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q70c,6,1,Why did you not file a grievance or formal complaint about the discrimination you experienced?  The behaviour stopped.,Pourquoi n'avez-vous pas déposé un grief ou une plainte officielle concernant la discrimination dont vous avez fait l'objet? Le comportement s'est arrêté.,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q70c,6,1,Why did you not file a grievance or a formal complaint about the discrimination you experienced? ...The behaviour stopped.,Pourquoi n'avez-vous pas déposé un grief ou une plainte officielle concernant la discrimination dont vous avez fait l'objet? Le comportement s'est arrêté.,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q70d,6,1,Why did you not file a grievance or formal complaint about the discrimination you experienced? The individual apologized.,Pourquoi n'avez-vous pas déposé un grief ou une plainte officielle concernant la discrimination dont vous avez fait l'objet? La personne s'est excusée.,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q70d,6,1,Why did you not file a grievance or formal complaint about the discrimination you experienced?  The individual apologized.,Pourquoi n'avez-vous pas déposé un grief ou une plainte officielle concernant la discrimination dont vous avez fait l'objet? La personne s'est excusée.,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q70d,6,1,Why did you not file a grievance or a formal complaint about the discrimination you experienced? … The individual apologized.,Pourquoi n'avez-vous pas déposé un grief ou une plainte officielle concernant la discrimination dont vous avez fait l'objet? La personne s'est excusée.,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q70e,6,1,Why did you not file a grievance or formal complaint about the discrimination you experienced? Management intervened.,Pourquoi n'avez-vous pas déposé un grief ou une plainte officielle concernant la discrimination dont vous avez fait l'objet? La direction est intervenue.,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q70e,6,1,Why did you not file a grievance or formal complaint about the discrimination you experienced?  Management intervened.,Pourquoi n'avez-vous pas déposé un grief ou une plainte officielle concernant la discrimination dont vous avez fait l'objet? La direction est intervenue.,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q70e,6,1,Why did you not file a grievance or a formal complaint about the discrimination you experienced? … Management intervened.,Pourquoi n'avez-vous pas déposé un grief ou une plainte officielle concernant la discrimination dont vous avez fait l'objet? La direction est intervenue.,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q70f,6,1,Why did you not file a grievance or formal complaint about the discrimination you experienced? The individual left or changed jobs.,Pourquoi n'avez-vous pas déposé un grief ou une plainte officielle concernant la discrimination dont vous avez fait l'objet? La personne a quitté ou changé d'emploi.,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q70f,6,1,Why did you not file a grievance or formal complaint about the discrimination you experienced?  The individual left or changed jobs.,Pourquoi n'avez-vous pas déposé un grief ou une plainte officielle concernant la discrimination dont vous avez fait l'objet? La personne a quitté ou changé d'emploi.,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q70f,6,1,Why did you not file a grievance or a formal complaint about the discrimination you experienced? … The individual left or changed jobs.,Pourquoi n'avez-vous pas déposé un grief ou une plainte officielle concernant la discrimination dont vous avez fait l'objet? La personne a quitté ou changé d'emploi.,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q70g,6,1,Why did you not file a grievance or formal complaint about the discrimination you experienced? I changed jobs.,Pourquoi n'avez-vous pas déposé un grief ou une plainte officielle concernant la discrimination dont vous avez fait l'objet? J'ai changé d'emploi.,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q70g,6,1,Why did you not file a grievance or formal complaint about the discrimination you experienced?  I changed jobs.,Pourquoi n'avez-vous pas déposé un grief ou une plainte officielle concernant la discrimination dont vous avez fait l'objet? J'ai changé d'emploi.,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q70g,6,1,Why did you not file a grievance or a formal complaint about the discrimination you experienced? … I changed jobs.,Pourquoi n'avez-vous pas déposé un grief ou une plainte officielle concernant la discrimination dont vous avez fait l'objet? J'ai changé d'emploi.,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q70h,6,1,"Why did you not file a grievance or formal complaint about the discrimination you experienced? I did not know what to do, where to go or whom to ask.","Pourquoi n'avez-vous pas déposé un grief ou une plainte officielle concernant la discrimination dont vous avez fait l'objet? Je ne savais pas quoi faire, où aller ou à qui parler.",WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q70h,6,1,"Why did you not file a grievance or formal complaint about the discrimination you experienced?  I did not know what to do, where to go or whom to ask.","Pourquoi n'avez-vous pas déposé un grief ou une plainte officielle concernant la discrimination dont vous avez fait l'objet? Je ne savais pas quoi faire, où aller ou à qui parler.",WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q70h,6,1,"Why did you not file a grievance or a formal complaint about the discrimination you experienced? … I did not know what to do, where to go or whom to ask.","Pourquoi n'avez-vous pas déposé un grief ou une plainte officielle concernant la discrimination dont vous avez fait l'objet? Je ne savais pas quoi faire, où aller ou à qui parler.",WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q70i,6,1,Why did you not file a grievance or formal complaint about the discrimination you experienced? I was too distraught.,Pourquoi n'avez-vous pas déposé un grief ou une plainte officielle concernant la discrimination dont vous avez fait l'objet? J'étais trop bouleversé(e).,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q70i,6,1,Why did you not file a grievance or formal complaint about the discrimination you experienced?  I was too distraught.,Pourquoi n'avez-vous pas déposé un grief ou une plainte officielle concernant la discrimination dont vous avez fait l'objet? J'étais trop bouleversé(e).,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q70i,6,1,Why did you not file a grievance or a formal complaint about the discrimination you experienced? … I was too distraught.,Pourquoi n'avez-vous pas déposé un grief ou une plainte officielle concernant la discrimination dont vous avez fait l'objet? J'étais trop bouleversé(e).,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q70j,6,1,"Why did you not file a grievance or formal complaint about the discrimination you experienced? I had concerns about the formal complaint process (e.g., confidentiality, how long it would take).","Pourquoi n'avez-vous pas déposé un grief ou une plainte officielle concernant la discrimination dont vous avez fait l'objet? J'avais des préoccupations au sujet du processus formel de plaintes (p. ex., la confidentialité, le temps que prendrait le processus).",WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q70j,6,1,"Why did you not file a grievance or formal complaint about the discrimination you experienced?  I had concerns about the formal complaint process (e.g., confidentiality, how long it would take).","Pourquoi n'avez-vous pas déposé un grief ou une plainte officielle concernant la discrimination dont vous avez fait l'objet? J'avais des préoccupations au sujet du processus formel de plaintes (p. ex., la confidentialité, le temps que prendrait le processus).",WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q70j,6,1,"Why did you not file a grievance or a formal complaint about the discrimination you experienced? … I had concerns about the formal complaint process (e.g., confidentiality, how long it would take).","Pourquoi n'avez-vous pas déposé un grief ou une plainte officielle concernant la discrimination dont vous avez fait l'objet? J'avais des préoccupations au sujet du processus formel de plaintes (p. ex., la confidentialité, le temps que prendrait le processus).",WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q70k,6,1,Why did you not file a grievance or formal complaint about the discrimination you experienced? I was advised against filing a complaint.,Pourquoi n'avez-vous pas déposé un grief ou une plainte officielle concernant la discrimination dont vous avez fait l'objet? On m'a conseillé d'éviter de déposer une plainte.,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q70k,6,1,Why did you not file a grievance or formal complaint about the discrimination you experienced?  I was advised against filing a complaint.,Pourquoi n'avez-vous pas déposé un grief ou une plainte officielle concernant la discrimination dont vous avez fait l'objet? On m'a conseillé d'éviter de déposer une plainte.,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q70k,6,1,Why did you not file a grievance or a formal complaint about the discrimination you experienced? … I was advised against filing a complaint.,Pourquoi n'avez-vous pas déposé un grief ou une plainte officielle concernant la discrimination dont vous avez fait l'objet? On m'a conseillé d'éviter de déposer une plainte.,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q70l,6,1,"Why did you not file a grievance or formal complaint about the discrimination you experienced? I was afraid of reprisal (e.g., having limited career advancement, being labelled a troublemaker).","Pourquoi n'avez-vous pas déposé un grief ou une plainte officielle concernant la discrimination dont vous avez fait l'objet? J'avais peur des représailles (p. ex., limiter l'avancement de ma carrière ou porter l'étiquette de fauteur de troubles).",WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q70l,6,1,"Why did you not file a grievance or formal complaint about the discrimination you experienced?  I was afraid of reprisal (e.g., having limited career advancement, being labelled a troublemaker).","Pourquoi n'avez-vous pas déposé un grief ou une plainte officielle concernant la discrimination dont vous avez fait l'objet? J'avais peur des représailles (p. ex., limiter l'avancement de ma carrière ou porter l'étiquette de fauteur de troubles).",WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q70l,6,1,"Why did you not file a grievance or a formal complaint about the discrimination you experienced? ...I was afraid of reprisal (e.g., having limited career advancement, being labelled a troublemaker).","Pourquoi n'avez-vous pas déposé un grief ou une plainte officielle concernant la discrimination dont vous avez fait l'objet? J'avais peur des représailles (p. ex., limiter l'avancement de ma carrière ou porter l'étiquette de fauteur de troubles).",WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q70m,6,1,Why did you not file a grievance or formal complaint about the discrimination you experienced? Someone threatened me.,Pourquoi n'avez-vous pas déposé un grief ou une plainte officielle concernant la discrimination dont vous avez fait l'objet? Quelqu'un m'a menacé(e).,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q70m,6,1,Why did you not file a grievance or formal complaint about the discrimination you experienced?  Someone threatened me.,Pourquoi n'avez-vous pas déposé un grief ou une plainte officielle concernant la discrimination dont vous avez fait l'objet? Quelqu'un m'a menacé(e).,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q70m,6,1,Why did you not file a grievance or a formal complaint about the discrimination you experienced? ...Someone threatened me.,Pourquoi n'avez-vous pas déposé un grief ou une plainte officielle concernant la discrimination dont vous avez fait l'objet? Quelqu'un m'a menacé(e).,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q70n,6,1,Why did you not file a grievance or formal complaint about the discrimination you experienced? I did not believe it would make a difference.,Pourquoi n'avez-vous pas déposé un grief ou une plainte officielle concernant la discrimination dont vous avez fait l'objet? Je ne croyais pas que cela ferait une différence.,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q70n,6,1,Why did you not file a grievance or formal complaint about the discrimination you experienced?  I did not believe it would make a difference.,Pourquoi n'avez-vous pas déposé un grief ou une plainte officielle concernant la discrimination dont vous avez fait l'objet? Je ne croyais pas que cela ferait une différence.,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q70n,6,1,Why did you not file a grievance or a formal complaint about the discrimination you experienced? ...I did not believe it would make a difference.,Pourquoi n'avez-vous pas déposé un grief ou une plainte officielle concernant la discrimination dont vous avez fait l'objet? Je ne croyais pas que cela ferait une différence.,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q70o,6,1,Why did you not file a grievance or formal complaint about the discrimination you experienced? I intend to file a grievance or a formal complaint but I have not done so yet.,Pourquoi n'avez-vous pas déposé un grief ou une plainte officielle concernant la discrimination dont vous avez fait l'objet? J'ai l'intention de déposer un grief ou une plainte officielle mais je ne l'ai pas encore fait.,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q70o,6,1,Why did you not file a grievance or formal complaint about the discrimination you experienced?  I intend to file a grievance or a formal complaint but I have not done so yet.,Pourquoi n'avez-vous pas déposé un grief ou une plainte officielle concernant la discrimination dont vous avez fait l'objet? J'ai l'intention de déposer un grief ou une plainte officielle mais je ne l'ai pas encore fait.,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q70p,6,1,Why did you not file a grievance or formal complaint about the discrimination you experienced? Other,Pourquoi n'avez-vous pas déposé un grief ou une plainte officielle concernant la discrimination dont vous avez fait l'objet? Autre,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q70p,6,1,Why did you not file a grievance or formal complaint about the discrimination you experienced?  Other,Pourquoi n'avez-vous pas déposé un grief ou une plainte officielle concernant la discrimination dont vous avez fait l'objet? Autre,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q70p,6,1,Why did you not file a grievance or a formal complaint about the discrimination you experienced? ...Other,Pourquoi n'avez-vous pas déposé un grief ou une plainte officielle concernant la discrimination dont vous avez fait l'objet? Autre,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q71,6,1,"Having carefully read the definition of discrimination, have you directly witnessed discrimination on the job in the past 12 months?","Après avoir lu attentivement la définition de la discrimination, avez-vous été directement témoin de discrimination au travail au cours des 12 derniers mois?",WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q72,1,0,I am satisfied with how matters related to discrimination are resolved in my department or agency.,Je suis satisfait(e) de la manière dont les problèmes de discrimination sont réglés dans mon ministère ou organisme.,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q73,1,0,My department or agency works hard to create a workplace that prevents discrimination.,Mon ministère ou organisme met tout en œuvre pour créer un milieu de travail qui prévient la discrimination.,WORKPLACE,MILIEU DE TRAVAIL,4,Discrimination,Discrimination,17
Q74a,3,0,"Overall, to what extent do the following factors cause you stress at work? Pay or other compensation-related issues","Dans l'ensemble, dans quelle mesure les facteurs suivants vous causent-ils du stress au travail? Problèmes liés à la paye ou à d'autres aspects de la rémunération",WORKPLACE WELL-BEING,BIEN-ÊTRE EN MILIEU DE TRAVAIL,5,Work-related stress,Stress lié au travail,20
